id,label,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11
168,0,179,-51.97765363,0.011173184,-49.18181818,0.0,46,0.152173913,-33.39130435,0.02173913,881,1
169,0,823,-20.93438639,0.100850547,-46.63636364,0.181818182,753,0.054448871,-34.44887118,0.002656042,3223,9
170,0,857,11.45624271,0.123687281,3.727272727,0.090909091,3727,0.624631071,98.66031661,0.080493695,959,2
171,0,714,303.8501401,0.427170868,-22.09090909,0.0,172,0.325581395,257.4883721,0.058139535,2633,4
172,0,13,-32.07692308,0.0,-32.18181818,0.0,13,0.0,-32.07692308,0.0,2885,1
173,0,3,-26.0,0.0,-26.0,0.0,8994,0.219034912,-17.79163887,0.157104736,149,2
174,0,163,323.3006135,0.398773006,-27.09090909,0.0,30,0.666666667,831.9333333,0.066666667,1141,7
175,1,23,-41.26086957,0.130434783,-30.81818182,0.181818182,42,0.166666667,-36.57142857,0.476190476,1112,1
176,0,40,-20.6,0.0,-22.0,0.0,945,0.136507937,-10.12063492,0.032804233,758,4
177,0,512,9.94921875,0.44921875,-44.0,0.0,216,0.050925926,-55.41203704,0.0,457,5
178,0,841,-16.52437574,0.11058264,-29.0,0.0,961,0.232049948,-14.56815817,0.0,976,2
179,1,12,894.9166667,1.0,955.8181818,1.0,6,1.0,368.8333333,0.5,140,4
180,0,11,382.7272727,0.818181818,382.7272727,0.818181818,187,0.978609626,666.2352941,0.080213904,56,4
181,0,214,20.76168224,0.359813084,-26.54545455,0.363636364,139,0.230215827,-22.28057554,0.561151079,1064,2
182,0,297,5.454545455,0.461279461,-10.90909091,0.363636364,32,0.375,2.09375,0.21875,803,4
183,0,356,34.30898876,0.598314607,-36.0,0.0,91,0.417582418,34.94505495,0.428571429,778,1
184,0,21,-21.33333333,0.047619048,-28.0,0.0,34,0.029411765,-20.97058824,0.323529412,606,1
185,0,136,-23.78676471,0.007352941,-19.63636364,0.0,750,0.036,-25.744,0.385333333,2777,11
186,0,147,-23.2244898,0.020408163,-26.36363636,0.0,62,0.048387097,-21.5483871,0.0,321,3
187,0,733,60.3165075,0.245566166,-11.72727273,0.272727273,6,0.0,-22.0,0.5,2457,5
188,1,12,221.0,0.833333333,243.3636364,0.909090909,51,0.274509804,7.960784314,0.568627451,684,2
189,1,250,69.608,0.992,94.09090909,1.0,507,0.078895464,-5.948717949,0.449704142,465,11
190,0,23,-61.30434783,0.086956522,-65.27272727,0.0,196,0.306122449,-19.60714286,0.076530612,1708,2
191,0,681,83.26578561,0.688693098,-6.0,0.0,68,0.0,-18.70588235,0.205882353,2474,5
192,0,6938,-26.84390314,0.007783223,-29.0,0.0,8,0.0,-29.0,0.0,1296,2
193,0,238,10.37815126,0.642857143,1.909090909,0.545454545,864,0.225694444,-11.28472222,0.133101852,897,3
194,0,4167,3.672426206,0.109671226,-26.90909091,0.0,21,0.238095238,-63.0952381,0.0,3433,2
195,0,3,-17.0,0.0,-17.0,0.0,2,0.0,-6.0,0.0,945,1
196,0,2088,5.128831418,0.069923372,-24.63636364,0.0,77,0.116883117,72.83116883,0.181818182,1298,2
197,0,278,-50.3381295,0.021582734,-50.0,0.090909091,330,0.048484848,-39.69393939,0.0,3643,7
198,1,23,2.565217391,0.086956522,-20.72727273,0.090909091,190,0.394736842,51.97368421,0.052631579,2113,2
199,0,1039,-42.1280077,0.270452358,-71.90909091,0.0,1038,0.200385356,-49.33044316,0.014450867,2295,2
200,1,810,343.4839506,0.904938272,185.8181818,0.909090909,793,0.907944515,348.1538462,0.0,162,1
201,0,270,0.322222222,0.314814815,-5.636363636,0.0,221,0.339366516,0.443438914,0.058823529,2200,1
202,0,6,3.333333333,0.5,3.333333333,0.5,952,0.286764706,-42.05462185,0.483193277,1484,2
203,0,136,-21.97058824,0.051470588,-24.90909091,0.0,2124,0.675141243,121.6963277,0.88747646,429,2
204,0,237,-7.827004219,0.084388186,-6.363636364,0.090909091,15,0.6,150.9333333,0.533333333,684,1
205,0,17,-10.82352941,0.0,-5.818181818,0.0,59,0.0,-23.27118644,0.0,1039,2
206,0,3280,-30.37987805,0.17804878,-4.0,0.545454545,1104,0.043478261,-42.74275362,0.10326087,4108,5
207,1,74,605.1621622,0.959459459,620.3636364,1.0,319,0.902821317,764.2789969,0.012539185,2513,1
208,0,121,2.314049587,0.239669421,-32.18181818,0.090909091,446,0.085201794,-32.42825112,0.0,4249,5
209,0,2,-37.0,0.0,-37.0,0.0,20,0.8,744.5,0.55,28,2
210,0,4,-52.25,0.0,-52.25,0.0,113,0.300884956,249.2920354,0.672566372,69,2
211,0,566,-29.12367491,0.005300353,-29.0,0.0,255,0.0,-27.34117647,0.003921569,490,1
212,0,300,-24.63666667,0.0,-26.18181818,0.0,329,0.009118541,-29.16413374,0.100303951,509,10
213,0,806,-14.48635236,0.420595533,25.18181818,0.909090909,16244,0.222913076,-4.701736026,0.26446688,3807,5
214,0,63,-7.317460317,0.079365079,79.27272727,0.363636364,4,0.75,249.25,0.0,1625,1
215,0,13,0.846153846,0.769230769,-1.0,0.727272727,22,0.090909091,-55.09090909,0.272727273,334,5
216,0,1601,44.83322923,0.435352904,-36.90909091,0.0,2780,0.507194245,62.59928058,0.150359712,3871,4
217,0,18,-29.0,0.0,-29.0,0.0,18,0.0,-29.0,0.0,474,5
218,0,8,-22.625,0.0,-22.625,0.0,505,0.285148515,24.08712871,0.431683168,731,3
219,0,178,57.12359551,0.623595506,-20.27272727,0.0,182,0.483516484,40.2967033,0.054945055,1542,2
220,1,155,207.9032258,0.593548387,227.9090909,1.0,100,0.52,110.18,0.01,4132,1
221,1,255,521.745098,0.831372549,77.63636364,0.909090909,96,0.364583333,38.10416667,0.208333333,3701,12
222,1,33,32.21212121,1.0,29.45454545,1.0,3916,0.73442288,163.421093,0.058733401,157,1
223,0,9,-27.55555556,0.0,-27.55555556,0.0,445,0.096629213,-25.51685393,0.103370787,1759,8
224,0,1404,-45.38319088,0.214387464,-81.0,0.0,1715,0.139358601,-53.97434402,0.011078717,2671,2
225,1,19,15.26315789,0.789473684,15.0,1.0,241,0.543568465,41.78423237,0.020746888,1416,6
226,0,10,-48.5,0.0,-48.5,0.0,15186,0.216778612,-4.474713552,0.276504675,1255,2
227,0,75,-9.333333333,0.053333333,-8.090909091,0.090909091,224,0.174107143,-5.625,0.191964286,1598,3
228,0,20,9.15,0.3,32.0,0.363636364,193,0.196891192,-14.3626943,0.186528497,1399,1
229,0,13613,-27.61507383,0.003966796,-29.0,0.0,80,0.0,-28.525,0.0,1875,1
230,0,1027,-20.70691334,0.075949367,-14.09090909,0.090909091,515,0.054368932,-19.0407767,0.675728155,2009,2
231,0,756,-26.68650794,0.0,-25.54545455,0.0,3171,0.160517187,9.647745191,0.015137181,1941,3
232,1,16,-47.0625,0.1875,-35.27272727,0.272727273,16,0.1875,-47.0625,0.0625,799,1
233,0,263,-40.88973384,0.057034221,-47.54545455,0.0,26,0.0,-72.26923077,0.153846154,6188,1
234,0,148,-56.29054054,0.297297297,-8.454545455,0.090909091,589,0.60950764,331.2020374,0.016977929,871,2
235,1,46,104.3695652,0.891304348,121.4545455,1.0,11,1.0,150.3636364,1.0,196,2
236,0,3,-10.33333333,0.333333333,-10.33333333,0.333333333,2488,0.304662379,84.13263666,0.25,1254,3
237,0,977,309.3787103,0.859774821,-51.36363636,0.0,43,0.790697674,193.1860465,0.0,183,1
238,0,2375,-18.41557895,0.055578947,-23.09090909,0.0,142,0.070422535,-21.94366197,0.028169014,1342,1
239,0,3,-84.66666667,0.0,-84.66666667,0.0,68,0.235294118,-0.161764706,0.397058824,16,2
240,0,64,-27.09375,0.0,-50.09090909,0.0,62,0.0,-27.19354839,0.193548387,723,2
241,0,7,-32.14285714,0.0,-32.14285714,0.0,270,0.596296296,76.36666667,0.462962963,332,1
242,0,237,-54.7721519,0.004219409,-54.90909091,0.0,38,0.157894737,-25.84210526,0.157894737,864,1
243,0,180,-13.6,0.061111111,-41.0,0.0,61,0.0,-51.32786885,0.163934426,2319,2
244,0,121,135.1735537,0.719008264,-29.81818182,0.0,3738,0.241840556,11.00454789,0.456126271,1037,4
245,1,36,90.94444444,0.694444444,-27.90909091,0.181818182,40,0.275,-163.475,0.15,2013,2
246,0,14,-50.57142857,0.0,-51.72727273,0.0,16457,0.223552288,-4.573494562,0.26292763,2265,2
247,0,30,-100.6,0.0,-77.27272727,0.0,12,0.5,-4.5,0.75,1228,2
248,0,228,6.451754386,0.280701754,-28.54545455,0.0,209,0.583732057,5.004784689,0.296650718,3483,1
249,0,10984,-27.44391843,0.004916242,-29.0,0.0,522,0.005747126,-26.16475096,0.0,1664,1
250,0,138,-13.08695652,0.202898551,-2.0,0.818181818,275,0.730909091,51.46909091,0.025454545,800,4
251,1,1057,21.47209082,0.245033113,12.36363636,0.818181818,25,0.32,-53.12,0.0,2549,4
252,0,38,-80.42105263,0.0,-74.27272727,0.0,36,0.0,-96.77777778,0.055555556,974,1
253,0,238,-29.44957983,0.016806723,-6.090909091,0.181818182,97,0.113402062,19.89690722,0.041237113,271,2
254,1,149,919.5771812,0.966442953,1175.545455,1.0,203,0.980295567,1305.374384,0.078817734,854,1
255,0,727,14.36451169,0.143053645,-24.36363636,0.0,1869,0.046013911,-31.09577314,0.01070091,2844,14
256,0,13,4.846153846,0.461538462,4.636363636,0.363636364,87,0.689655172,300.3103448,0.137931034,1040,1
257,1,29,56.31034483,0.896551724,54.0,1.0,308,0.308441558,12.69480519,0.003246753,1110,2
258,0,458,15.03056769,0.080786026,-20.0,0.0,351,0.398860399,178.5071225,0.202279202,2537,2
259,1,34,178.4705882,1.0,183.3636364,1.0,31,0.935483871,135.0322581,1.0,321,2
260,0,345,257.5333333,0.333333333,-38.27272727,0.0,224,0.0,-49.57142857,0.924107143,1873,2
261,1,15,1932.066667,0.933333333,2203.090909,1.0,43,0.76744186,961.5348837,0.139534884,999,2
262,1,3673,-26.41491968,0.202559216,1.909090909,0.909090909,594,0.084175084,-41.32323232,0.053872054,4402,5
263,1,10,47.4,0.9,47.4,0.9,27,0.296296296,-34.81481481,0.0,1222,1
264,1,4,74.0,1.0,74.0,1.0,3,1.0,78.66666667,0.0,90,1
265,1,53,-46.88679245,0.150943396,-70.27272727,0.090909091,7,0.285714286,-26.0,0.0,237,1
